727, 6762
1233, 6832
1282, 6832
2119, 6832
2236, 6948
2251, 6909
2255, 6964
2284, 6941
2297, 6930
2376, 7062
2384, 6906
2398, 7053
2419, 6910
2453, 6964
2463, 7057
2467, 7066
2468, 7066
2473, 6906
2476, 7031
2478, 7038
2481, 6959
2482, 7027
2484, 6939
2486, 6948
2489, 6948
2492, 7028
2493, 7030
2497, 7034
2499, 6940
2525, 7105
2530, 7186
2542, 7056
2544, 7053
2553, 7039
2554, 7052
2557, 6908
2559, 7061
2560, 7064
2562, 7053
2565, 7076
2566, 7052
2568, 7058
2572, 6798
2573, 7077
2575, 6933
2578, 6968
2583, 7178
2596, 6910
2621, 6975
2628, 7269
2638, 6909
2644, 7017
2650, 7225
2800, 7294
2878, 7299
2898, 7299
3032, 7039
3068, 7371
3077, 6771
3078, 6767
3079, 6777
3081, 6762
3083, 6757
3091, 6756
3092, 6761
3094, 6778
3095, 6772
3110, 7082
3119, 7378
3124, 7371
3173, 7010
3196, 6774
3199, 6768
3202, 7415
3204, 7453
3240, 7524
3765, 6854
3805, 6963
3863, 7647
3868, 7314
4033, 7747
4053, 7076
4061, 6981
4062, 7314
4070, 7099
4073, 7473
4077, 6993
4082, 6976
4097, 7088
4099, 7157
4103, 7178
4107, 6966
4124, 7145
4151, 7168
4165, 7832
4174, 7797
4208, 7066
4217, 7221
4220, 7053
4223, 7076
4233, 7881
4234, 7065
4257, 6976
4268, 7218
4269, 7056
4270, 6993
4274, 7048
4275, 7801
4283, 7207
4285, 7929
4286, 6983
4292, 7263
4315, 6910
4625, 7559
4628, 7555
4630, 7559
4639, 6733
4663, 7246
4688, 7282
4692, 6806
4699, 6796
4700, 6766
4707, 6774
4718, 8001
4741, 7295
4742, 6825
4743, 6825
4744, 6825
4754, 6790
4759, 7769
4775, 7777
4782, 7852
4826, 6854
4837, 8138
4841, 6869
4870, 7590
4899, 7853
4911, 7545
4914, 6788
4921, 8164
4929, 6860
4970, 7761
4973, 8064
4992, 8221
4998, 6800
5007, 7162
5020, 8149
5049, 8305
5101, 8313
5102, 8285
5105, 8403
5108, 6888
5164, 8299
5171, 8284
5196, 6896
5197, 8299
5225, 8485
5245, 8317
5273, 7233
5290, 8317
5317, 8116
5383, 8229
5398, 8625
5419, 6750
5422, 8172
5423, 8472
5425, 6995
5429, 8248
5431, 7263
5433, 7055
5443, 8496
5455, 8669
5461, 7139
5462, 7139
5480, 8754
5482, 6786
5531, 8756
5540, 7227
5591, 8831
5592, 7319
5598, 8794
5610, 7286
5611, 7486
5628, 8880
5630, 8888
5639, 6798
5675, 8899
5714, 7993
5795, 9056
5809, 9056
5837, 6993
5846, 9101
5873, 7847
5903, 9109
5922, 7125
5949, 7952
5966, 8116
5977, 9209
5986, 9209
6013, 8754
6021, 8071
6022, 7925
6032, 8862
6041, 9145
6058, 7728
6062, 9144
6063, 8061
6087, 9322
6090, 7929
6113, 9302
6120, 8061
6131, 7400
6134, 9365
6137, 8071
6151, 7435
6178, 8983
6185, 8713
6199, 7748
6200, 8539
6206, 9138
6209, 9422
6218, 9283
6220, 9329
6230, 7364
6241, 8532
6261, 6833
6289, 8046
6330, 9007
6343, 8324
6346, 9544
6348, 8081
6416, 8254
6478, 9253
6480, 9609
6488, 9537
6493, 7832
6497, 7751
6512, 9562
6521, 7801
6546, 9755
6551, 8049
6552, 8048
6563, 6876
6572, 6979
6575, 6865
6579, 7811
6588, 8545
6595, 8529
6597, 7594
6600, 9593
6611, 8843
6613, 8980
6619, 8863
6624, 9097
6631, 6974
6668, 9823
6682, 7699
6683, 9016
6691, 7048
6694, 7478
6698, 9472
6711, 9490
6766, 8162
6778, 8633
6789, 8689
6795, 9957
6832, 7774
6836, 9913
6847, 8202
6850, 7866
6851, 7859
6855, 7872
6872, 8211
6873, 10025
6892, 8643
6897, 8116
6899, 9958
6902, 10030
6911, 9996
6917, 9996
6921, 6854
6923, 7438
6924, 8057
6933, 8214
6943, 7864
6954, 7843
6957, 8714
6963, 6851
6990, 7893
7017, 6997
7029, 10156
7036, 9353
7037, 8504
7039, 6957
7040, 8214
7041, 8214
7042, 8714
7053, 8262
7054, 8850
7070, 6870
7086, 10099
7133, 8214
7137, 7008
7152, 8214
7171, 6854
7179, 9924
7192, 9517
7198, 9913
7200, 8175
7204, 9027
7206, 10342
7241, 9231
7248, 8496
7254, 7881
7255, 6916
7264, 8998
7270, 6946
7282, 10391
7299, 8321
7301, 7793
7302, 10425
7323, 10275
7340, 10453
7341, 6949
7342, 8093
7345, 10092
7355, 10477
7361, 8332
7379, 10407
7397, 10010
7409, 8175
7416, 6854
7417, 10425
7418, 8175
7420, 8175
7422, 8180
7432, 9197
7456, 7230
7466, 7111
7468, 8545
7497, 7476
7502, 10583
7510, 10570
7518, 7225
7547, 8658
7556, 7685
7565, 8527
7574, 9918
7590, 7671
7613, 8734
7621, 9381
7644, 10720
7649, 8805
7651, 10731
7659, 10720
7662, 8175
7663, 7811
7673, 9078
7699, 7699
7715, 6877
7746, 10470
7762, 10691
7764, 7671
7767, 7828
7801, 8956
7816, 10092
7822, 7798
7824, 7806
7839, 7798
7845, 10470
7854, 7728
7855, 10872
7860, 10074
7868, 8983
7890, 8513
7895, 8899
7909, 8211
7913, 9335
7915, 10673
7917, 10673
7929, 7873
